date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-07-05,Plant-D,Offroad-A,Fender Cladding,Supplier-Beta,Scratch,Automated,731,9,4215,19971,Production,Dimensional Variation,1
2024-01-31,Plant-C,Offroad-A,Fender Cladding,Supplier-Gamma,Crack,Automated,1417,21,6606,2622,DV,Paint Peeling,8
2024-09-16,Plant-A,Utility-A,Fender Cladding,Supplier-Alpha,Paint Defect,Automated,1459,14,5347,6772,PV,Surface Damage,6
2024-01-17,Plant-B,SUV-A,Door Trim,Supplier-Alpha,Crack,Automated,987,13,7592,7385,DV,Loose Mounting,7
2024-02-08,Plant-D,SUV-A,Door Trim,Supplier-Beta,Fitment Gap,Manual,882,23,10054,14308,Production,Paint Peeling,7
2024-10-30,Plant-C,Utility-A,Fender Cladding,Supplier-Alpha,Warping,Automated,1457,18,13459,9093,DV,Material Crack,4
2024-02-08,Plant-C,SUV-B,Dashboard Panel,Supplier-Beta,Fitment Gap,Automated,873,12,13528,11198,PV,Surface Damage,3
2024-05-11,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Automated,1449,19,8115,6033,PV,Material Crack,4
2024-01-30,Plant-A,SUV-B,Front Bumper,Supplier-Delta,Warping,Automated,1197,13,4994,15889,PV,Material Crack,10
2024-06-06,Plant-D,Utility-A,Front Bumper,Supplier-Delta,Fitment Gap,Automated,1250,16,9528,9825,PV,Surface Damage,7
2024-10-04,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Automated,746,14,5849,4850,DV,Loose Mounting,10
2024-07-21,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Fitment Gap,Automated,639,26,1079,14745,PV,Paint Peeling,7
2024-03-06,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Warping,Automated,1123,15,3816,2100,PV,Surface Damage,8
2024-04-17,Plant-D,SUV-A,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,901,13,4318,10095,PV,Loose Mounting,6
2024-09-24,Plant-B,SUV-A,Front Bumper,Supplier-Alpha,Warping,Automated,1491,11,7685,7271,Production,Surface Damage,1
2024-08-09,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Fitment Gap,Manual,1206,10,3170,10929,Production,Surface Damage,7
2024-10-18,Plant-C,SUV-A,Door Trim,Supplier-Delta,Crack,Manual,1455,22,11943,6862,DV,Loose Mounting,2
2024-01-18,Plant-C,Offroad-A,Rear Bumper,Supplier-Delta,Fitment Gap,Manual,624,16,2956,7929,PV,Material Crack,7
2024-03-30,Plant-C,Utility-A,Door Trim,Supplier-Alpha,Fitment Gap,Automated,855,10,5502,7416,Production,Dimensional Variation,1
2024-06-29,Plant-A,Utility-A,Rear Bumper,Supplier-Delta,Crack,Automated,738,15,4610,16353,Production,Loose Mounting,5
2024-09-11,Plant-A,Offroad-A,Fender Cladding,Supplier-Beta,Scratch,Automated,1012,17,2892,6793,Production,Dimensional Variation,7
2024-09-09,Plant-B,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Automated,1132,17,8759,14149,PV,Dimensional Variation,4
2024-09-13,Plant-B,Utility-A,Door Trim,Supplier-Delta,Paint Defect,Automated,1100,19,12863,4688,DV,Surface Damage,8
2024-12-11,Plant-B,Utility-A,Door Trim,Supplier-Gamma,Scratch,Manual,1031,13,6787,12814,Production,Loose Mounting,6
2024-03-27,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Warping,Automated,772,17,8069,18497,DV,Loose Mounting,6
2024-03-30,Plant-D,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Automated,676,16,11713,15533,PV,Material Crack,2
2024-08-24,Plant-B,Offroad-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,905,17,5695,15412,Production,Dimensional Variation,5
2024-03-10,Plant-C,SUV-B,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,613,13,10054,5494,DV,Material Crack,6
2024-02-13,Plant-C,SUV-B,Fender Cladding,Supplier-Beta,Scratch,Automated,1428,17,11968,19506,PV,Paint Peeling,2
2024-07-18,Plant-C,Offroad-A,Front Bumper,Supplier-Delta,Scratch,Automated,1293,24,9370,6524,Production,Dimensional Variation,2
2024-05-31,Plant-D,Utility-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,526,22,1129,10725,DV,Material Crack,1
2024-03-26,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Crack,Automated,1199,12,2276,14044,DV,Material Crack,3
2024-01-19,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,917,18,2094,3637,PV,Dimensional Variation,4
2024-04-10,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Automated,1098,25,4439,18813,Production,Material Crack,4
2024-04-04,Plant-C,Utility-A,Front Bumper,Supplier-Alpha,Paint Defect,Automated,1091,15,2110,6296,DV,Paint Peeling,3
2024-09-10,Plant-C,SUV-A,Fender Cladding,Supplier-Delta,Scratch,Automated,961,19,1860,8251,Production,Loose Mounting,6
2024-12-22,Plant-A,SUV-A,Dashboard Panel,Supplier-Delta,Crack,Manual,679,14,8714,6507,PV,Paint Peeling,9
2024-01-30,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1066,13,12869,14416,DV,Dimensional Variation,7
2024-09-05,Plant-B,Offroad-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,746,18,9604,16478,Production,Surface Damage,1
2024-02-02,Plant-D,SUV-A,Door Trim,Supplier-Beta,Warping,Automated,999,10,10118,5531,DV,Dimensional Variation,7
2024-08-16,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Crack,Automated,816,14,7001,5382,Production,Loose Mounting,7
2024-01-12,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,933,13,12689,11436,DV,Paint Peeling,2
2024-04-27,Plant-C,Utility-A,Rear Bumper,Supplier-Beta,Warping,Automated,732,19,11945,3612,PV,Material Crack,6
2024-12-15,Plant-D,Utility-A,Fender Cladding,Supplier-Delta,Paint Defect,Manual,1458,26,6042,6212,Production,Material Crack,7
2024-06-03,Plant-C,Utility-A,Fender Cladding,Supplier-Gamma,Paint Defect,Automated,1459,13,9526,5127,Production,Surface Damage,10
2024-09-02,Plant-C,SUV-B,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,1281,22,11236,9071,DV,Paint Peeling,8
2024-11-27,Plant-B,Utility-A,Rear Bumper,Supplier-Beta,Warping,Manual,1393,16,2551,3908,PV,Material Crack,8
2024-09-03,Plant-B,SUV-B,Front Bumper,Supplier-Gamma,Fitment Gap,Automated,1120,14,11247,9770,PV,Dimensional Variation,8
2024-01-29,Plant-B,SUV-B,Fender Cladding,Supplier-Delta,Paint Defect,Manual,1485,14,8771,6503,Production,Material Crack,1
2024-06-09,Plant-B,Utility-A,Rear Bumper,Supplier-Delta,Crack,Manual,1249,9,12815,15196,PV,Loose Mounting,5
2024-08-22,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,1389,17,1208,16493,PV,Paint Peeling,1
2024-07-08,Plant-A,Utility-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Manual,1318,17,7328,11434,DV,Material Crack,8
2024-04-26,Plant-B,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Manual,868,11,2780,14428,PV,Material Crack,1
2024-09-27,Plant-D,Offroad-A,Door Trim,Supplier-Alpha,Warping,Automated,1166,17,9397,15922,PV,Loose Mounting,8
2024-09-14,Plant-C,SUV-B,Dashboard Panel,Supplier-Beta,Fitment Gap,Automated,667,17,11836,2709,DV,Material Crack,10
2024-06-28,Plant-B,Offroad-A,Front Bumper,Supplier-Alpha,Paint Defect,Manual,567,12,14745,2826,Production,Surface Damage,9
2024-06-20,Plant-A,Utility-A,Rear Bumper,Supplier-Alpha,Warping,Manual,1276,16,1282,15841,DV,Paint Peeling,7
2024-09-30,Plant-D,SUV-B,Door Trim,Supplier-Alpha,Crack,Manual,1451,14,10887,18476,Production,Material Crack,4
2024-09-15,Plant-D,Utility-A,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,1486,12,2487,18409,DV,Dimensional Variation,8
2024-05-14,Plant-C,Offroad-A,Fender Cladding,Supplier-Beta,Warping,Manual,1246,15,6019,13302,Production,Material Crack,6
2024-06-19,Plant-D,Offroad-A,Door Trim,Supplier-Alpha,Scratch,Automated,1050,19,11107,18061,Production,Surface Damage,8
2024-07-28,Plant-D,SUV-B,Dashboard Panel,Supplier-Gamma,Crack,Manual,1154,16,7373,14735,Production,Dimensional Variation,3
2024-08-23,Plant-D,SUV-B,Front Bumper,Supplier-Delta,Crack,Manual,844,20,11358,2492,DV,Surface Damage,3
2024-07-04,Plant-D,SUV-B,Rear Bumper,Supplier-Gamma,Scratch,Automated,1029,14,7428,6541,Production,Loose Mounting,2
2024-12-29,Plant-A,SUV-B,Rear Bumper,Supplier-Beta,Warping,Automated,551,12,11160,17843,DV,Dimensional Variation,9
2024-04-04,Plant-C,SUV-A,Front Bumper,Supplier-Beta,Warping,Manual,944,12,9946,8026,Production,Dimensional Variation,2
2024-01-11,Plant-B,SUV-A,Fender Cladding,Supplier-Beta,Crack,Automated,1233,18,11620,15067,PV,Surface Damage,4
2024-03-08,Plant-D,Utility-A,Dashboard Panel,Supplier-Delta,Warping,Manual,1304,13,1535,17332,Production,Surface Damage,4
2024-07-28,Plant-A,Offroad-A,Front Bumper,Supplier-Alpha,Scratch,Automated,1091,22,1340,4999,Production,Loose Mounting,3
2024-07-14,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Warping,Automated,1192,14,9063,13447,DV,Dimensional Variation,6
2024-04-07,Plant-B,Utility-A,Front Bumper,Supplier-Alpha,Crack,Automated,639,13,11918,19284,Production,Dimensional Variation,10
2024-04-02,Plant-C,Utility-A,Front Bumper,Supplier-Beta,Warping,Automated,1220,13,8857,6236,DV,Dimensional Variation,9
2024-01-22,Plant-A,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,908,13,1903,9538,Production,Dimensional Variation,7
2024-06-20,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,834,13,8643,12668,DV,Loose Mounting,1
2024-05-13,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,780,8,13113,5656,PV,Material Crack,1
2024-01-25,Plant-D,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Automated,904,11,10682,16750,DV,Dimensional Variation,1
2024-07-03,Plant-A,Utility-A,Door Trim,Supplier-Alpha,Warping,Automated,621,16,9338,6986,PV,Paint Peeling,5
2024-03-25,Plant-B,SUV-B,Rear Bumper,Supplier-Beta,Scratch,Automated,1222,18,12941,4703,PV,Loose Mounting,2
2024-02-24,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Warping,Automated,1355,11,5523,7075,DV,Material Crack,6
2024-09-07,Plant-C,Offroad-A,Front Bumper,Supplier-Delta,Fitment Gap,Manual,1146,16,14593,19652,PV,Surface Damage,6
2024-05-23,Plant-B,Offroad-A,Dashboard Panel,Supplier-Alpha,Crack,Automated,959,17,4653,17918,Production,Material Crack,7
2024-12-16,Plant-D,SUV-A,Door Trim,Supplier-Gamma,Crack,Automated,1188,24,8856,15503,PV,Surface Damage,3
2024-06-15,Plant-A,SUV-A,Front Bumper,Supplier-Delta,Paint Defect,Manual,538,17,11521,8449,Production,Paint Peeling,10
2024-08-11,Plant-C,Offroad-A,Door Trim,Supplier-Beta,Paint Defect,Automated,574,14,3139,14434,Production,Loose Mounting,10
2024-08-07,Plant-A,SUV-B,Rear Bumper,Supplier-Delta,Scratch,Manual,1364,13,9095,7162,Production,Material Crack,5
2024-06-27,Plant-B,Offroad-A,Door Trim,Supplier-Alpha,Scratch,Automated,1060,11,9609,18748,PV,Surface Damage,5
2024-04-28,Plant-B,SUV-A,Front Bumper,Supplier-Gamma,Scratch,Automated,716,14,2196,7722,PV,Dimensional Variation,1
2024-09-21,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Manual,745,19,5388,18068,DV,Paint Peeling,9
2024-05-29,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,1242,17,10816,7300,DV,Paint Peeling,7
2024-08-02,Plant-C,SUV-A,Door Trim,Supplier-Delta,Paint Defect,Manual,917,8,7869,5246,Production,Loose Mounting,4
2024-07-15,Plant-D,SUV-B,Dashboard Panel,Supplier-Gamma,Crack,Manual,1266,10,7405,8949,DV,Loose Mounting,9
2024-02-11,Plant-C,Utility-A,Front Bumper,Supplier-Gamma,Paint Defect,Manual,702,8,13958,10248,PV,Loose Mounting,3
2024-02-22,Plant-A,Utility-A,Fender Cladding,Supplier-Alpha,Paint Defect,Manual,1155,21,6696,12504,Production,Loose Mounting,4
2024-11-25,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1363,19,1103,9000,Production,Dimensional Variation,2
2024-09-07,Plant-C,Utility-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,1410,14,14192,2654,PV,Paint Peeling,3
2024-10-21,Plant-B,SUV-A,Front Bumper,Supplier-Gamma,Fitment Gap,Manual,1307,24,7139,12987,Production,Dimensional Variation,7
2024-09-27,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Warping,Manual,1474,13,14204,3562,DV,Loose Mounting,3
2024-05-02,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Manual,1018,11,6353,3196,PV,Material Crack,2
2024-12-04,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Crack,Manual,1112,16,1578,12228,DV,Surface Damage,1
2024-09-22,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Crack,Manual,795,20,3985,14293,Production,Material Crack,4
2024-12-13,Plant-C,SUV-B,Fender Cladding,Supplier-Gamma,Scratch,Automated,949,17,8341,8962,DV,Paint Peeling,8
2024-01-29,Plant-B,SUV-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,1337,13,12396,14060,DV,Paint Peeling,8
2024-02-04,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,727,19,6964,4272,PV,Dimensional Variation,8
2024-01-06,Plant-C,Utility-A,Front Bumper,Supplier-Delta,Crack,Automated,602,20,8196,11297,Production,Surface Damage,8
2024-04-20,Plant-C,SUV-B,Rear Bumper,Supplier-Alpha,Crack,Automated,1497,17,12355,6236,PV,Loose Mounting,3
2024-10-20,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Crack,Manual,591,15,9752,13795,DV,Loose Mounting,5
2024-03-17,Plant-B,SUV-B,Door Trim,Supplier-Alpha,Warping,Automated,1289,16,9856,16417,Production,Material Crack,9
2024-12-14,Plant-B,SUV-A,Door Trim,Supplier-Alpha,Warping,Manual,856,8,1137,13206,Production,Surface Damage,9
2024-05-26,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,1198,15,10313,6644,Production,Dimensional Variation,4
2024-03-07,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Scratch,Automated,1400,19,4598,7583,Production,Loose Mounting,7
2024-01-08,Plant-B,SUV-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,645,14,11444,2461,DV,Paint Peeling,9
2024-05-01,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,766,15,3234,8797,PV,Loose Mounting,8
2024-12-05,Plant-B,SUV-B,Door Trim,Supplier-Gamma,Warping,Automated,618,10,5336,8208,DV,Surface Damage,10
2024-06-23,Plant-C,SUV-B,Rear Bumper,Supplier-Beta,Crack,Manual,1002,13,4638,7431,DV,Paint Peeling,6
2024-06-27,Plant-D,SUV-A,Fender Cladding,Supplier-Gamma,Crack,Manual,763,19,14110,19754,Production,Dimensional Variation,6
2024-03-25,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Manual,775,14,9185,18096,PV,Loose Mounting,7
2024-02-14,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Paint Defect,Manual,1214,24,11441,4425,Production,Paint Peeling,8
2024-05-15,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,558,21,6089,17709,DV,Dimensional Variation,3
2024-12-08,Plant-C,SUV-A,Door Trim,Supplier-Gamma,Scratch,Manual,846,19,12447,5475,DV,Surface Damage,4
2024-01-16,Plant-B,SUV-B,Dashboard Panel,Supplier-Alpha,Crack,Manual,1488,18,4844,4437,PV,Dimensional Variation,7
2024-11-28,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,1164,17,12013,14160,PV,Dimensional Variation,10
2024-07-13,Plant-D,Offroad-A,Door Trim,Supplier-Gamma,Paint Defect,Automated,685,16,8413,4834,DV,Paint Peeling,6
2024-01-09,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Manual,614,15,11663,12379,Production,Loose Mounting,3
2024-11-11,Plant-B,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Automated,1286,10,7586,16784,PV,Paint Peeling,6
2024-11-29,Plant-D,SUV-B,Door Trim,Supplier-Gamma,Crack,Automated,1392,14,7924,4245,Production,Material Crack,10
2024-11-28,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Warping,Manual,1397,13,6933,7328,DV,Paint Peeling,2
2024-11-22,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,861,14,4311,10583,DV,Paint Peeling,4
2024-01-15,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Automated,1498,21,9420,7947,PV,Loose Mounting,6
2024-11-22,Plant-A,SUV-A,Door Trim,Supplier-Delta,Scratch,Manual,735,19,9319,19499,PV,Surface Damage,1
2024-04-11,Plant-B,Utility-A,Door Trim,Supplier-Delta,Scratch,Automated,941,6,6782,18727,Production,Material Crack,3
2024-08-13,Plant-D,SUV-B,Fender Cladding,Supplier-Alpha,Scratch,Manual,1077,14,1148,15383,DV,Loose Mounting,9
2024-10-04,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Crack,Manual,762,16,8495,2354,Production,Loose Mounting,3
2024-04-22,Plant-B,Offroad-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Manual,550,13,8969,13343,PV,Dimensional Variation,6
2024-01-01,Plant-D,Offroad-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,850,14,6150,16918,DV,Material Crack,5
2024-09-22,Plant-B,Offroad-A,Rear Bumper,Supplier-Delta,Scratch,Automated,916,20,11067,14816,PV,Dimensional Variation,7
2024-07-26,Plant-A,SUV-A,Dashboard Panel,Supplier-Delta,Crack,Manual,1342,7,11466,12802,DV,Dimensional Variation,9
2024-04-19,Plant-D,Utility-A,Rear Bumper,Supplier-Beta,Fitment Gap,Manual,1243,16,8679,5510,Production,Loose Mounting,7
2024-07-18,Plant-D,Utility-A,Door Trim,Supplier-Alpha,Paint Defect,Manual,1371,17,7999,7218,DV,Surface Damage,4
2024-11-01,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Paint Defect,Automated,512,11,9574,18286,Production,Loose Mounting,8
2024-01-12,Plant-B,SUV-A,Rear Bumper,Supplier-Beta,Warping,Automated,893,20,11570,8842,PV,Paint Peeling,1
2024-12-10,Plant-D,Utility-A,Dashboard Panel,Supplier-Beta,Crack,Manual,1380,15,10667,12802,DV,Surface Damage,3
2024-07-06,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Crack,Manual,1326,13,5505,19218,PV,Material Crack,7
2024-06-02,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,1305,17,13941,18401,Production,Surface Damage,2
2024-11-29,Plant-C,SUV-B,Rear Bumper,Supplier-Delta,Fitment Gap,Manual,1031,11,10725,5280,DV,Material Crack,8
2024-10-05,Plant-D,Utility-A,Door Trim,Supplier-Delta,Warping,Automated,712,18,14293,18543,PV,Dimensional Variation,4
2024-06-19,Plant-A,Offroad-A,Front Bumper,Supplier-Delta,Fitment Gap,Automated,769,13,11473,6170,Production,Loose Mounting,4
2024-05-13,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Delta,Warping,Manual,1483,16,3147,11901,DV,Loose Mounting,3
2024-01-25,Plant-D,Offroad-A,Front Bumper,Supplier-Delta,Crack,Manual,539,13,10368,2675,DV,Paint Peeling,10
2024-01-18,Plant-D,SUV-A,Door Trim,Supplier-Delta,Crack,Automated,1146,15,2382,2075,DV,Loose Mounting,8
2024-07-08,Plant-A,SUV-B,Front Bumper,Supplier-Beta,Warping,Manual,1464,11,3377,5386,PV,Surface Damage,6
2024-05-20,Plant-B,SUV-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Manual,1273,14,4263,12451,DV,Paint Peeling,9
2024-02-12,Plant-D,Offroad-A,Front Bumper,Supplier-Beta,Paint Defect,Automated,1435,8,4140,18706,Production,Loose Mounting,8
2024-11-29,Plant-D,Utility-A,Fender Cladding,Supplier-Delta,Paint Defect,Manual,680,16,11051,8430,Production,Paint Peeling,10
2024-10-10,Plant-B,Offroad-A,Door Trim,Supplier-Alpha,Scratch,Automated,1238,11,2136,17620,PV,Loose Mounting,4
2024-05-25,Plant-D,SUV-B,Fender Cladding,Supplier-Delta,Scratch,Manual,764,16,12667,8739,DV,Loose Mounting,8
2024-11-10,Plant-C,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,605,10,3429,15031,Production,Dimensional Variation,9
2024-11-14,Plant-D,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Automated,1332,16,5138,8506,Production,Loose Mounting,6
2024-04-01,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,986,15,13676,14535,DV,Loose Mounting,6
2024-06-27,Plant-B,SUV-B,Front Bumper,Supplier-Beta,Warping,Automated,903,19,14660,19065,Production,Surface Damage,10
2024-02-25,Plant-A,SUV-A,Dashboard Panel,Supplier-Delta,Paint Defect,Automated,889,11,4819,18128,DV,Material Crack,9
2024-06-03,Plant-B,Utility-A,Fender Cladding,Supplier-Alpha,Scratch,Automated,1107,8,12228,16060,Production,Surface Damage,10
2024-06-08,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Automated,1472,13,1109,15091,PV,Paint Peeling,9
2024-04-20,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Fitment Gap,Manual,1306,20,10119,6730,PV,Paint Peeling,4
2024-05-16,Plant-A,SUV-B,Dashboard Panel,Supplier-Beta,Warping,Manual,1499,13,1853,10126,PV,Loose Mounting,6
2024-08-19,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Beta,Crack,Automated,622,14,11028,7627,PV,Loose Mounting,5
2024-08-07,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Crack,Manual,1288,13,5522,2284,Production,Dimensional Variation,5
2024-03-08,Plant-A,Offroad-A,Front Bumper,Supplier-Beta,Paint Defect,Manual,536,17,4829,10488,Production,Loose Mounting,9
2024-10-28,Plant-D,Utility-A,Rear Bumper,Supplier-Delta,Scratch,Automated,1279,14,1363,4901,DV,Surface Damage,8
2024-09-05,Plant-B,Utility-A,Front Bumper,Supplier-Gamma,Crack,Manual,1209,16,13358,2138,Production,Surface Damage,4
2024-11-18,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Crack,Automated,1266,23,1992,11597,PV,Surface Damage,1
2024-01-06,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Crack,Automated,1002,12,7037,14138,PV,Surface Damage,2
2024-10-06,Plant-B,Utility-A,Fender Cladding,Supplier-Alpha,Fitment Gap,Automated,1026,17,7696,16246,DV,Material Crack,3
2024-04-03,Plant-C,SUV-B,Front Bumper,Supplier-Delta,Crack,Automated,1416,12,13089,10947,DV,Surface Damage,7
2024-09-25,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Warping,Automated,1096,14,14498,6828,DV,Surface Damage,6
2024-07-15,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,591,9,13827,19864,DV,Paint Peeling,5
2024-01-25,Plant-D,SUV-B,Fender Cladding,Supplier-Beta,Crack,Automated,599,17,12476,11460,PV,Paint Peeling,2
2024-05-27,Plant-D,Offroad-A,Door Trim,Supplier-Alpha,Scratch,Automated,1476,11,7962,17204,Production,Paint Peeling,6
2024-04-27,Plant-A,SUV-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1185,12,8715,9286,Production,Loose Mounting,6
2024-12-03,Plant-B,SUV-B,Fender Cladding,Supplier-Alpha,Warping,Automated,954,14,12986,13472,Production,Paint Peeling,10
2024-12-03,Plant-C,SUV-A,Front Bumper,Supplier-Beta,Paint Defect,Manual,1226,18,10522,13856,Production,Loose Mounting,8
2024-03-06,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1376,15,2913,3788,DV,Paint Peeling,8
2024-10-27,Plant-A,SUV-B,Front Bumper,Supplier-Delta,Warping,Manual,1097,16,4722,16149,Production,Surface Damage,7
2024-06-23,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Automated,893,19,2936,16072,DV,Paint Peeling,9
2024-11-14,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,1093,12,7701,17341,DV,Dimensional Variation,3
2024-03-16,Plant-D,SUV-B,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,1333,15,14485,13049,Production,Loose Mounting,8
2024-04-23,Plant-D,Offroad-A,Front Bumper,Supplier-Beta,Crack,Manual,1385,10,2868,7385,Production,Surface Damage,8
2024-04-20,Plant-D,Utility-A,Door Trim,Supplier-Delta,Scratch,Automated,1471,18,3088,2347,Production,Surface Damage,5
2024-09-05,Plant-D,SUV-A,Dashboard Panel,Supplier-Alpha,Crack,Automated,1004,20,11546,4660,DV,Surface Damage,1
2024-07-21,Plant-A,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,616,11,12018,11004,DV,Paint Peeling,8
